,,SCF,MP2,CCSD,CCSD(T)
aug-cc-pVDZ,Cl2,2.7160405309807083,2.4713505278725902,2.501172699446686,2.4846871498511
aug-cc-pVDZ,CO,0.5137378714325352,0.586533611050747,0.5942206930028732,0.5861631495046074
aug-cc-pVDZ,CO2,1.8434178112701223,2.2737091663941444,2.1877620339911195,2.1966531168895
aug-cc-pVDZ,H2O,0.2212259629133031,0.14426656428673096,0.16162573323263996,0.1571585857286863
aug-cc-pVDZ,N2,0.7937143608958711,0.6484933437320451,0.704618302981601,0.7131389240706129
aug-cc-pVDZ,NH3,0.052559325961654135,0.24575509564259848,0.21037599794457781,0.23403928356498874
aug-cc-pVDZ,O2,1.56742378566523,0.6990613766307642,1.1502838230627916,1.131019810555016
aug-cc-pVDZ,PH3,0.0959497350885793,0.1998641935518887,0.1799055192147919,0.19514080789615876
aug-cc-pVDZ,SH2,0.061169117544047885,0.08057495822970041,0.0794836943475177,0.08846069535383691
aug-cc-pVDZ,SiH4,0.0,0.0,0.0,0.0
aug-cc-pVDZ,SO-trip,1.9180658594087168,1.1632499845480784,1.6416087567395365,1.5903924162666883
aug-cc-pVDZ,SO2,1.9203152704725022,2.100767948305911,2.131831087875995,2.11578006489412
aug-cc-pVDZ,FCN,1.500833280761671,1.5995613451930584,1.6205850509662973,1.652166917911688
aug-cc-pVDZ,HCHS,2.873395344630776,2.5010452515038137,2.5892557481297445,2.554696889640332
aug-cc-pVTZ,Cl2,2.697517439985837,2.456346822355729,2.502098852522348,2.4732028340239136
aug-cc-pVTZ,CO,0.48382308302414545,0.5491169714633006,0.5496726640457382,0.5435600448492343
aug-cc-pVTZ,CO2,1.7643242214191077,2.1785004895466002,2.0729188830896597,2.093479511798609
aug-cc-pVTZ,H2O,0.1856307646740866,0.09495739192616803,0.12251647675045303,0.11188233237607169
aug-cc-pVTZ,N2,0.7761174266618667,0.6210791719446258,0.681464441870302,0.6838724434995812
aug-cc-pVTZ,NH3,0.05839409288346065,0.24594032640581023,0.19657629780353325,0.22579645418650515
aug-cc-pVTZ,O2,1.5444551555902288,0.6373794905039134,1.1008271758554067,1.069523154938006
aug-cc-pVTZ,PH3,0.13720980460390017,0.22950112788223734,0.19046367886856555,0.20778276514083158
aug-cc-pVTZ,SH2,0.05437938615131932,0.10559086815854739,0.08389384908461034,0.09709756554242091
aug-cc-pVTZ,SiH4,0.0,0.0,0.0,0.0
aug-cc-pVTZ,SO-trip,1.7957208568017422,1.048684680201066,1.5088908255760818,1.4482277075165841
aug-cc-pVTZ,SO2,1.8106075668423283,1.9901475962896484,1.996673610029998,1.9948513774705885
aug-cc-pVTZ,FCN,1.4436895518653894,1.5352862261374003,1.548808081258042,1.5806677947578796
aug-cc-pVTZ,HCHS,2.7465190363835053,2.3377506431290147,2.456470284634771,2.4091000317111484
aug-cc-pVQZ,Cl2,2.6975174420916685,2.4635708264538803,2.519510555193596,2.488206537434942
aug-cc-pVQZ,CO,0.47548769297143156,0.5398554272820095,0.5385588108176058,0.532909268685391
aug-cc-pVQZ,CO2,1.7443192852925955,2.155531859471599,2.045504711302239,2.0677324177585037
aug-cc-pVQZ,H2O,0.1721847405691866,0.0734523976168277,0.10651392203624238,0.09354856800737572
aug-cc-pVQZ,N2,0.7700048072021334,0.6173745541141724,0.6779450550761467,0.6790564402410231
aug-cc-pVQZ,NH3,0.06913747607172856,0.2577487826122282,0.2027815319516116,0.23380770388063277
aug-cc-pVQZ,O2,1.529821915304713,0.6253394826207463,1.0884167058996428,1.0543342220700525
aug-cc-pVQZ,PH3,0.14698071042928884,0.23640093626368128,0.19588173126475306,0.21357127557715228
aug-cc-pVQZ,SH2,0.057428969222084875,0.10412435303305272,0.07420462538998854,0.08753982279568585
aug-cc-pVQZ,SiH4,0.0,0.0,0.0,0.0
aug-cc-pVQZ,SO-trip,1.7593229876507086,1.0208074313493583,1.4784203432691092,1.41497876282388
aug-cc-pVQZ,SO2,1.776568792300624,1.9503295583805556,1.950619268910606,1.9514425748647442
aug-cc-pVQZ,FCN,1.428963696061724,1.5204677558685025,1.5305628389234498,1.562052089824233
aug-cc-pVQZ,HCHS,2.7180876588749583,2.314277688353801,2.4456243285166357,2.3928172753980097
aug-cc-pV5Z,Cl2,2.6980731330947325,2.4743142202417046,2.5285868696547324,2.4972828497902477
aug-cc-pV5Z,CO,0.4739132304790385,0.5369843483252126,0.5356877321240382,0.5300381899918231
aug-cc-pV5Z,CO2,1.7419112834000874,2.1516420108680747,2.0399477844249443,2.062916414499944
aug-cc-pV5Z,H2O,0.16798195064525037,0.06559377302824294,0.10122423249663198,0.08744232158353134
aug-cc-pV5Z,N2,0.769634345392766,0.6162631689492962,0.6770189006843407,0.677759824039848
aug-cc-pV5Z,NH3,0.07399991423816617,0.2638614019403467,0.2063472731273529,0.23825324487566307
aug-cc-pV5Z,O2,1.5288957606496778,0.6255247131305868,1.0884167058996428,1.053222836905176
aug-cc-pV5Z,PH3,0.14781433713733536,0.23251108788779218,0.1906489093623823,0.20889415127626115
aug-cc-pV5Z,SH2,0.05667815553125447,0.09294106427779596,0.06293878865545988,0.0759334258962527
aug-cc-pV5Z,SiH4,0.0,0.0,0.0,0.0
aug-cc-pV5Z,SO-trip,1.7411703597813508,1.018214198947009,1.4673991050326682,1.4049762952870815
aug-cc-pV5Z,SO2,1.7539983567734467,1.9333505820805563,1.9263321138787606,1.9302123473028552
aug-cc-pV5Z,FCN,1.4275744643424007,1.517781907421546,1.5264877587571706,1.557977010184411
