,,apc1,apc1,apc1,apc1,apc1,apc1,apc1,apc1,apc1,apc1,apc1,apc1,apc1,apc1,apc1,apc1,apc1,apc1,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,aCVDZ,aCVDZ,aCVDZ,aCVDZ,aCVDZ,aCVDZ,aCVDZ,aCVDZ,aCVDZ,aCVDZ,aCVDZ,aCVDZ,aCVDZ,aCVDZ,aCVDZ,aCVDZ,aCVDZ,aCVDZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z
,,low_rung,low_rung,low_rung,low_rung,low_rung,low_rung,pt2,pt2,pt2,pt2,pt2,pt2,tot,tot,tot,tot,tot,tot,low_rung,low_rung,low_rung,low_rung,low_rung,low_rung,pt2,pt2,pt2,pt2,pt2,pt2,tot,tot,tot,tot,tot,tot,low_rung,low_rung,low_rung,low_rung,low_rung,low_rung,pt2,pt2,pt2,pt2,pt2,pt2,tot,tot,tot,tot,tot,tot,low_rung,low_rung,low_rung,low_rung,low_rung,low_rung,pt2,pt2,pt2,pt2,pt2,pt2,tot,tot,tot,tot,tot,tot,low_rung,low_rung,low_rung,low_rung,low_rung,low_rung,pt2,pt2,pt2,pt2,pt2,pt2,tot,tot,tot,tot,tot,tot,low_rung,low_rung,low_rung,low_rung,low_rung,low_rung,pt2,pt2,pt2,pt2,pt2,pt2,tot,tot,tot,tot,tot,tot,low_rung,low_rung,low_rung,low_rung,low_rung,low_rung,pt2,pt2,pt2,pt2,pt2,pt2,tot,tot,tot,tot,tot,tot,low_rung,low_rung,low_rung,low_rung,low_rung,low_rung,pt2,pt2,pt2,pt2,pt2,pt2,tot,tot,tot,tot,tot,tot
,,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx
HR46,methanol,3.27486724,2.91131366,2.81584113,0.08829668,0.00464541,0.00428664,0.12651149,0.07965007,0.10909423,-0.010202035,-0.001425065,-0.000485685,3.40137874,2.99096373,2.92493536,0.07809465,0.003220345,0.00380096,3.32750766,2.94643363,2.84425149,0.08914254,0.00497109,0.00432696,0.12552303,0.07902843,0.10729507,-0.00913129,-0.00137211,-0.000447425,3.45303069,3.02546206,2.95154656,0.080011255,0.003598975,0.003879535,3.33498819,2.95459381,2.85228021,0.08756638,0.00497708,0.0042508,0.12505653,0.07862518,0.10624538,-0.009148875,-0.001343795,-0.00044404,3.46004472,3.03321899,2.95852559,0.078417505,0.003633285,0.00380676,3.33545167,2.95499403,2.8528789,0.08754633,0.00496741,0.00424984,0.12483873,0.07837499,0.10594799,-0.009124054999999999,-0.0013414149999999999,-0.000442845,3.4602904,3.03336902,2.9588269,0.07842226499999999,0.00362599,0.00380699,3.30374129,2.92626786,2.80936934,0.09079511,0.0056866,0.00440757,0.12281813,0.07774225,0.10272061,-0.009329529999999999,-0.001215465,-0.00045221,3.42655941,3.00401011,2.91208995,0.08146558000000001,0.004471135,0.00395536,3.33135869,2.95031531,2.83972765,0.08998749,0.00537943,0.00436927,0.12608952,0.07987254,0.10503426,-0.008523884999999998,-0.00121719,-0.000431525,3.45744821,3.03018785,2.94476191,0.081463615,0.00416224,0.00393775,3.33492616,2.95412168,2.84933565,0.08849627,0.00509733,0.00429596,0.12551136,0.07896389,0.10569836,-0.008830834999999999,-0.001300715,-0.000428325,3.46043752,3.03308557,2.95503401,0.079665445,0.00379662,0.00386764,3.33462012,2.95430167,2.85109202,0.08786107,0.00502064,0.00426511,0.12482288,0.07834255,0.10543052,-0.009037324999999999,-0.001317815,-0.00043864,3.459443,3.03264422,2.95652254,0.078823745,0.003702825,0.003826465
HR46,methylacetate,6.63643478,6.67018698,6.16087769,0.10587971,1.16675629,0.08082491,0.24734577,0.28377624,0.22986699,-0.006275724999999999,0.12373448000000001,-0.005415655,6.88378055,6.95396321,6.39074468,0.099603985,1.29049077,0.075409255,6.67966512,6.72960728,6.21706335,0.11456581,1.17405267,0.08784317,0.23819292,0.28342708,0.22796514,-0.003359305,0.12725301,-0.00306587,6.91785804,7.01303436,6.44502849,0.11120650500000001,1.30130568,0.0847773,6.68878318,6.74079751,6.22833253,0.11424705,1.17387664,0.08759362,0.23547754,0.28310424,0.22702075,-0.0025541649999999997,0.12866606000000003,-0.002413935,6.92426072,7.02390175,6.45535328,0.111692885,1.302542695,0.085179685,6.6892661,6.74127868,6.22877554,0.11428555,1.1739636,0.08762428,0.2342895,0.28285687,0.22657679,-0.002295685,0.12911213,-0.0022040799999999998,6.9235556,7.02413555,6.45535233,0.111989865,1.30307573,0.085420195,6.68167118,6.71810585,6.20120951,0.11393191,1.18404469,0.08725271,0.24373143,0.28916574,0.23329595,-0.0030996549999999998,0.12818474000000002,-0.00285832,6.92540261,7.00727158,6.43450546,0.11083225499999999,1.3122294349999999,0.084394385,6.68967609,6.73788428,6.22327657,0.11455206,1.17878743,0.08780865,0.23984027,0.28851799,0.23168899,-0.002080645,0.13037362000000002,-0.00203669,6.92951636,7.02640226,6.45496556,0.11247142,1.30916105,0.08577196000000001,6.68886482,6.74129448,6.228237,0.11453717,1.17523238,0.08782334,0.23627646,0.28527234,0.22862127,-0.00208585,0.12995609000000002,-0.002040315,6.92514128,7.02656682,6.45685828,0.112451315,1.305188475,0.085783025,6.68910769,6.74095878,6.22831715,0.11429816,1.17428114,0.08763262,0.23454381,0.28356199,0.2270709,-0.002138135,0.129596655,-0.002078565,6.9236515,7.02452076,6.45538805,0.112160025,1.303877795,0.08555406
HR46,methylformate,5.28337085,4.44200179,4.65719374,0.22887557,0.77261754,0.26254536,0.25516299,0.18366169,0.20664299,0.033805489999999994,0.08239661000000001,0.03880817,5.53853384,4.62566348,4.86383673,0.262681055,0.85501415,0.30135353,5.33008714,4.47587058,4.68968444,0.22860971,0.76768527,0.26223795,0.25464988,0.17727956,0.1993974,0.03533803,0.079373885,0.040570129999999996,5.58473702,4.65315014,4.88908184,0.26394775000000004,0.84705915,0.30280807499999995,5.33845762,4.4864045,4.70001319,0.2284255,0.76694956,0.2620265,0.2534125,0.17502309,0.19710959,0.035815765,0.079255555,0.04111642,5.59187012,4.66142759,4.89712277,0.264241265,0.8462051150000001,0.303142915,5.3390268,4.48702032,4.70060453,0.22841996,0.76686215,0.26202015,0.25272925,0.17416171,0.19620206,0.036077415,0.079090805,0.041416925,5.59175606,4.66118203,4.89680659,0.264497375,0.84595295,0.30343708,5.30588306,4.44893734,4.6684828,0.22921098,0.78825209,0.2629287,0.25827513,0.17848431,0.20112964,0.0349545,0.08125821,0.040127795,5.56415819,4.62742165,4.86961244,0.26416547999999995,0.8695103,0.3030565,5.3362861,4.47754554,4.69262957,0.22905491,0.77223508,0.26274742,0.25759166,0.17709138,0.19933247,0.03628654,0.07981108,0.041656565,5.59387776,4.65463691,4.89196204,0.26534145,0.85204616,0.30440398,5.33957216,4.48478133,4.69860553,0.22891229,0.7677202,0.26258481,0.25476536,0.175163,0.19729369,0.036297335,0.079412805,0.041668474999999996,5.59433751,4.65994432,4.89589922,0.265209625,0.847133,0.304253295,5.33870164,4.48619109,4.69990002,0.22851799,0.76730918,0.26213249,0.25300348,0.17414556,0.1962232,0.036266185000000006,0.07922583999999999,0.041633724999999996,5.59170511,4.66033665,4.89612322,0.264784175,0.8465350199999999,0.30376621000000004
HR46,nitrogen,2.26796962,1.51827812,1.51827812,-0.0,0.0,-0.0,-0.0223952,0.02923001,0.02923001,0.0,-0.0,0.0,2.24557442,1.54750813,1.54750813,-0.0,0.0,-0.0,2.26670544,1.5061358,1.5061358,0.0,-0.0,-0.0,-0.02943675,0.02488365,0.02488365,0.0,0.0,-0.0,2.23726869,1.53101945,1.53101945,0.0,-0.0,-0.0,2.27176277,1.5143059,1.5143059,0.0,0.0,0.0,-0.03091519,0.0228105,0.0228105,0.0,0.0,-0.0,2.24084758,1.53711641,1.53711641,0.0,0.0,-0.0,2.27243493,1.51483687,1.51483687,-0.0,-0.0,-0.0,-0.03151427,0.02288977,0.02288977,-0.0,-0.0,-0.0,2.24092066,1.53772664,1.53772664,-0.0,-0.0,-0.0,2.25454888,1.461928,1.461928,0.0,-0.0,-0.0,-0.02132147,0.03227705,0.03227705,-0.0,-0.0,-0.0,2.23322741,1.49420505,1.49420505,0.0,-0.0,-0.0,2.27051344,1.50543259,1.50543259,-0.0,-0.0,0.0,-0.02939122,0.02612391,0.02612391,-0.0,-0.0,0.0,2.24112222,1.5315565,1.5315565,-0.0,-0.0,0.0,2.27212629,1.51459729,1.51459729,-0.0,-0.0,-0.0,-0.03047565,0.0240383,0.0240383,-0.0,-0.0,0.0,2.24165064,1.53863559,1.53863559,-0.0,-0.0,-0.0,2.27207401,1.51505921,1.51505921,-0.0,0.0,0.0,-0.03125183,0.02336252,0.02336252,0.0,-0.0,-0.0,2.24082218,1.53842174,1.53842174,0.0,0.0,-0.0
HR46,nitrogen_monoxide,1.45029784,1.33456704,2.1820411,0.0,-0.0,-2.2e-06,0.07684468,0.0327074,0.0406034,0.0,-0.0,-8.6e-07,1.52714251,1.36727445,2.2226445,0.0,-0.0,-3.06e-06,1.43907563,1.32977419,2.19077179,0.0,-0.0,-2.43e-06,0.07624568,0.03423203,0.03656181,0.0,0.0,-9.8e-07,1.51532131,1.36400622,2.2273336,0.0,0.0,-3.41e-06,1.45019627,1.33959384,2.20008573,-7.72e-06,0.0,-2.53e-06,0.07483949,0.03299077,0.03579343,-2.92e-06,0.0,-1.05e-06,1.52503577,1.3725846,2.23587915,-1.064e-05,0.0,-3.58e-06,1.45191085,1.34098167,2.20102152,0.00063684,-1e-08,-2.53e-06,0.07474465,0.03309945,0.03508535,0.00023909,-0.0,-1.05e-06,1.5266555,1.37408112,2.23610687,0.00087593,-2e-08,-3.58e-06,1.3488033,1.24581123,2.14757365,0.0,-0.0,-2.34e-06,0.06457145,0.02435391,0.03085153,0.0,-0.0,-8.8e-07,1.41337476,1.27016514,2.17842518,0.0,-0.0,-3.22e-06,1.41947248,1.31436805,2.18264142,-0.0,0.0,-2.44e-06,0.06759234,0.02880344,0.02947587,-0.0,-0.0,-8.9e-07,1.48706482,1.34317149,2.21211729,-0.0,0.0,-3.33e-06,1.4423077,1.33429108,2.19419899,0.0,-0.0,-2.53e-06,0.07097558,0.03118531,0.03194281,0.0,0.0,-9.7e-07,1.51328328,1.3654764,2.2261418,0.0,0.0,-3.49e-06,1.4470729,1.33782371,2.19801628,0.0,-0.0,-2.53e-06,0.0722703,0.03193673,0.03313329,0.0,-0.0,-9.9e-07,1.5193432,1.36976044,2.23114956,0.0,-0.0,-3.52e-06
HR46,oxygen,2.41911426,1.20482932,1.20482932,0.0,-0.0,-0.0,-0.16026184,0.03379634,0.03379634,0.0,0.0,0.0,2.25885242,1.23862566,1.23862566,0.0,-0.0,0.0,2.42768119,1.18999652,1.18999652,-0.0,0.0,-0.0,-0.16523503,0.03245081,0.03245081,0.0,0.0,-0.0,2.26244616,1.22244733,1.22244733,-0.0,0.0,-0.0,2.4368749,1.19920638,1.19920638,0.0,-0.0,0.0,-0.16844875,0.02935523,0.02935523,-0.0,-0.0,-0.0,2.26842615,1.22856161,1.22856161,-0.0,-0.0,-0.0,2.43824216,1.19991848,1.19991848,-0.0,0.0,0.0,-0.16964642,0.02911244,0.02911244,-0.0,0.0,0.0,2.26859574,1.22903092,1.22903092,-0.0,0.0,0.0,2.36946166,1.08504418,1.08504418,-0.0,0.0,-0.0,-0.16469922,0.02308401,0.02308401,-0.0,0.0,-0.0,2.20476244,1.10812819,1.10812819,-0.0,0.0,-0.0,2.41974205,1.16571599,1.16571599,-0.0,0.0,0.0,-0.17250319,0.02679142,0.02679142,0.0,-0.0,0.0,2.24723886,1.19250741,1.19250741,0.0,-0.0,0.0,2.43243662,1.19326626,1.19326626,-0.0,0.0,-0.0,-0.17086643,0.02860281,0.02860281,0.0,0.0,-0.0,2.26157019,1.22186907,1.22186907,0.0,0.0,-0.0,2.43602899,1.19749276,1.19749276,0.0,0.0,-0.0,-0.17074573,0.02881604,0.02881604,-0.0,0.0,0.0,2.26528326,1.2263088,1.2263088,-0.0,0.0,0.0
HR46,phenol,13.21201991,12.12202762,6.85510628,-0.20235623,0.01136906,0.02363988,0.39554051,0.18239025,0.08490953,-0.009044615,0.000190605,0.00115337,13.60756042,12.30441787,6.94001581,-0.211400845,0.011559665,0.024793255,13.30785367,12.2171531,6.84753719,-0.20362512,0.01160073,0.0240293,0.39645671,0.18661499,0.05961168,-0.010308485,0.00025383999999999997,0.001249975,13.70431037,12.40376809,6.90714887,-0.21393361,0.01185457,0.02527928,13.32621364,12.2318445,6.85621385,-0.20240468,0.01161926,0.02406882,0.39338739,0.18376284,0.05249216,-0.01033511,0.00026367000000000003,0.001265775,13.71960102,12.41560734,6.90870601,-0.21273978999999998,0.01188293,0.025334595,13.32715562,12.23251439,6.85649142,-0.20238157,0.01162025,0.02407142,0.3924503,0.18286656,0.0495911,-0.010293034999999999,0.00026843,0.001272935,13.71960592,12.41538095,6.90608251,-0.21267461,0.01188868,0.025344365,13.26322262,12.16960789,6.83937156,-0.20525602,0.01150415,0.02388785,0.40562674,0.2004763,0.07460261,-0.010697855,0.000249705,0.001227575,13.66884936,12.37008419,6.91397416,-0.21595387500000002,0.01175386,0.025115425,13.31610457,12.22339889,6.85942088,-0.20495803,0.01158285,0.02401211,0.40099855,0.19166814,0.0601616,-0.01097014,0.00026175,0.001263795,13.71710312,12.41506703,6.91958248,-0.215928175,0.0118446,0.025275905,13.32522686,12.23151498,6.85812409,-0.20320344,0.01161103,0.02405601,0.39598105,0.18635818,0.05263657,-0.01052176,0.00026834,0.0012737949999999999,13.72120791,12.41787316,6.91076065,-0.2137252,0.01187938,0.025329815,13.32544335,12.23112443,6.85715815,-0.20272396,0.01161421,0.02406161,0.3932554,0.18368499,0.04955073,-0.010345375,0.00027017,0.001276045,13.71869874,12.41480942,6.90670888,-0.21306934,0.01188438,0.025337665000000002
HR46,phosphine,4.37409162,4.34929983,4.54778589,0.0007802,0.00220646,0.07018784,0.04216852,0.03722139,0.07681586,0.00015561,0.000440185,0.014003265,4.41626014,4.38652122,4.62460175,0.00093581,0.00264664,0.084191105,4.39140535,4.36627188,4.5674918,0.00079094,0.00223694,0.07115479,0.03805541,0.03396278,0.06674751,0.00012886,0.0003647,0.01159327,4.42946076,4.40023467,4.63423931,0.0009197949999999999,0.00260164,0.08274804999999999,4.40996825,4.38340404,4.59607585,0.00083597,0.00236414,0.07520446,0.03476892,0.03111916,0.0603047,0.00011414,0.00032395,0.010323675000000001,4.44473717,4.4145232,4.65638054,0.00095011,0.00268809,0.085528135,4.4119983,4.38539234,4.59840788,0.00083714,0.00236795,0.07532551,0.0359107,0.03237206,0.06066491,0.00011125,0.00031481,0.01000741,4.447909,4.4177644,4.65907278,0.00094839,0.00268275,0.08533291000000001,4.33515222,4.31510182,4.4756273,0.00063099,0.00178448,0.05676447,0.03673534,0.03256703,0.0659358,0.00013123,0.00037118,0.011800314999999999,4.37188757,4.34766885,4.54156309,0.00076222,0.00215566,0.06856479,4.40438798,4.37912665,4.5813705,0.00079498,0.00224825,0.07151677,0.03770517,0.03404278,0.06335775,0.00011523,0.00032595,0.010367925,4.44209316,4.41316943,4.64472826,0.00091021,0.0025742,0.0818847,4.40995133,4.38330428,4.59664238,0.00083858,0.00237159,0.07543994,0.03677086,0.03322923,0.06157706,0.00011143,0.00031513,0.010025685,4.44672219,4.41653351,4.65821944,0.00095001,0.00268672,0.08546561999999999,4.40949567,4.38306379,4.59467906,0.0008318,0.00235243,0.07483077,0.0357999,0.03233359,0.06007884,0.00010906,0.00030848,0.00981201,4.44529557,4.41539738,4.6547579,0.00094087,0.00266092,0.08464278
HR46,propane,6.12317633,5.67799771,5.61011238,0.23627712,-0.25493847,-0.20691489,0.13268136,0.10485367,0.09974716,0.01174202,-0.01918651,-0.010284235,6.25585769,5.78285138,5.70985955,0.248019145,-0.27412497999999996,-0.217199125,6.20039696,5.74521916,5.67577132,0.24145996,-0.26079759,-0.21145485,0.13506937,0.10467395,0.09930924,0.0135726,-0.02015374,-0.011886925,6.33546632,5.84989311,5.77508057,0.25503255999999996,-0.28095133,-0.223341775,6.21055254,5.75368462,5.68408808,0.24273819,-0.26135654,-0.21257415,0.13728,0.10561096,0.10008216,0.014352094999999999,-0.020771345,-0.01256949,6.34783253,5.85929558,5.78417024,0.257090285,-0.28212788499999997,-0.225143635,6.21081998,5.75381611,5.6841973,0.24280471,-0.26144048,-0.21263242,0.13793471,0.10586742,0.10028322,0.01458447,-0.020978635000000002,-0.01277271,6.3487547,5.85968354,5.78448052,0.25738918,-0.28241911,-0.22540513,6.20326969,5.74508715,5.6751544,0.24296112,-0.26261907,-0.21276925,0.14364346,0.1126435,0.10711583,0.01364661,-0.02076705,-0.011951845,6.34691315,5.85773065,5.78227023,0.25660772,-0.28338611999999996,-0.224721095,6.21104868,5.75315906,5.68343353,0.24337482,-0.26184064,-0.21313165,0.14317426,0.11038863,0.10467622,0.014898415,-0.021460254999999998,-0.01304824,6.35422294,5.86354769,5.78810975,0.25827324,-0.283300895,-0.226179895,6.21118597,5.75349554,5.68376699,0.24315202,-0.26185187,-0.21293659,0.14027179,0.10768879,0.10202256,0.01484468,-0.021286439999999997,-0.0130008,6.35145776,5.86118433,5.78578955,0.257996705,-0.28313830500000003,-0.22593739,6.21067817,5.7535259,5.68388341,0.24288029,-0.26152895,-0.21269859,0.13904375,0.10660817,0.10096829,0.014779085,-0.021187765,-0.01294342,6.34972193,5.86013407,5.7848517,0.257659375,-0.282716715,-0.22564201
HR46,pyrazole,7.92866848,8.16577425,5.03188865,-0.12027381,0.00135165,-0.00612327,0.21733873,0.13035033,0.07844455,-0.02091931,7.585e-05,-0.00030933,8.14600721,8.29612458,5.1103332,-0.14119313,0.0014275,-0.0064326,8.01238632,8.24296489,4.99482837,-0.12623026,0.00140914,-0.0063771,0.20608341,0.12850928,0.06456115,-0.022668015,8.171e-05,-0.00031651,8.21846973,8.37147417,5.05938952,-0.148898285,0.001490845,-0.00669361,8.02409971,8.25577071,5.0015747,-0.12508594,0.00140853,-0.00638718,0.20132462,0.12623768,0.05851474,-0.02292998,8.329e-05,-0.00031937,8.22542433,8.3820084,5.06008944,-0.14801592,0.00149182,-0.00670655,8.02476166,8.25642094,5.00196109,-0.12502304,0.0014084,-0.00638779,0.19982338,0.12521814,0.05603943,-0.022948375,8.374e-05,-0.00032147,8.22458504,8.38163909,5.05800052,-0.14797142000000002,0.00149214,-0.00670926,7.98010255,8.20223661,4.98371997,-0.1252979,0.00139014,-0.00633113,0.22140771,0.1380178,0.07631853,-0.02524428,8.562e-05,-0.00032537,8.20151027,8.34025441,5.0600385,-0.15054218,0.00147576,-0.006656505,8.01606966,8.24432306,5.00276484,-0.12538999,0.00140447,-0.00636705,0.207791,0.1312269,0.06356565,-0.023452935,8.451e-05,-0.00032264,8.22386066,8.37554996,5.06633049,-0.14884292500000001,0.00148898,-0.00668969,8.02270758,8.25356265,5.00313977,-0.12521974,0.00140733,-0.00638071,0.20277766,0.12758703,0.05806148,-0.02310416,8.428e-05,-0.00032352,8.22548524,8.38114968,5.06120125,-0.1483239,0.00149161,-0.00670423,8.02363627,8.25482541,5.00234543,-0.12496104,0.00140779,-0.00638461,0.20034425,0.12557054,0.05578691,-0.023008095,8.409e-05,-0.00032313,8.22398053,8.38039595,5.05813234,-0.14796913,0.00149189,-0.00670774
HR46,pyridine,10.46156552,11.13706348,5.98820678,-0.02421646,-0.00708681,-0.007225,0.19576646,0.16084841,0.03770779,0.001253485,-0.000198455,-0.00025302,10.65733198,11.29791189,6.02591457,-0.022962975,-0.00728527,-0.007478015,10.55046334,11.22465283,5.99116597,-0.02417046,-0.0072048,-0.00736144,0.1885692,0.1642221,0.02020415,0.00087464,-0.00023584,-0.00026907,10.73903254,11.38887492,6.01137012,-0.02329582,-0.007440635,-0.007630505,10.56420635,11.24027918,5.9989855,-0.02423788,-0.00721738,-0.00737082,0.18518167,0.16176309,0.01489237,0.00084146,-0.000241445,-0.00027198,10.74938802,11.40204226,6.01387786,-0.023396425,-0.007458825,-0.007642795,10.56464492,11.24069777,5.99923186,-0.02423725,-0.00721773,-0.00737112,0.18405161,0.16112204,0.01262237,0.0008235849999999999,-0.00024458,-0.00027367,10.74869653,11.40181981,6.01185423,-0.023413660000000003,-0.007462315,-0.00764479,10.52878511,11.18984613,5.98226213,-0.0236991,-0.00718184,-0.00734127,0.20291511,0.17985584,0.03183549,0.000827735,-0.000238245,-0.00027404,10.73170022,11.36970197,6.01409762,-0.022871364999999998,-0.007420085,-0.00761531,10.55934948,11.23448316,6.00019714,-0.02420449,-0.00720593,-0.00736127,0.19246738,0.16984812,0.02097917,0.000813055,-0.00024291,-0.00027398,10.75181686,11.40433127,6.02117631,-0.02339143,-0.007448845,-0.00763525,10.56369597,11.24005268,6.00000174,-0.02424788,-0.00721394,-0.00736868,0.1872729,0.16464643,0.01505259,0.0008132149999999999,-0.000245495,-0.000274885,10.75096887,11.40469911,6.01505433,-0.02343467,-0.007459425,-0.00764357,10.56381954,11.23979097,5.99999976,-0.02423435,-0.00721515,-0.00736854,0.18489777,0.1620799,0.01261517,0.000819905,-0.00024601500000000004,-0.00027507,10.74871731,11.40187087,6.01261493,-0.023414445,-0.007461155,-0.00764361
HR46,pyrrole,8.81084099,9.18191381,5.76785914,0.00276484,0.00130267,-0.00090869,0.11703009,0.15132968,0.06783863,0.0002557,-9.185000000000001e-06,-9.46e-06,8.92787108,9.3332435,5.83569777,0.00302054,0.00129349,-0.00091815,8.89361646,9.27637951,5.73359074,0.00285204,0.0013445,-0.00094346,0.11258312,0.1471135,0.04553767,0.000256715,-1.14e-06,-1.512e-05,9.00619957,9.423493,5.77912841,0.00310876,0.00134336,-0.00095858,8.90844756,9.2948681,5.73957425,0.00287933,0.00135163,-0.00094568,0.11020818,0.14233926,0.0377536,0.00023909000000000002,3.15e-07,-1.671e-05,9.01865574,9.43720735,5.77732785,0.003118425,0.001351945,-0.00096239,8.90900071,9.29554487,5.73994246,0.0028803,0.00135175,-0.00094573,0.10917146,0.14088591,0.03441749,0.00023861500000000002,-1.345e-06,-2.102e-05,9.01817217,9.43643078,5.77435995,0.003118915,0.0013504,-0.00096675,8.85066158,9.21608179,5.72787703,0.002723,0.00129688,-0.00093368,0.119762,0.16659391,0.06393639,0.00034866,-5.865e-06,-1.202e-05,8.97042358,9.3826757,5.79181343,0.00307166,0.001291015,-0.0009457,8.89545906,9.27762625,5.74039442,0.00284747,0.00134204,-0.00094192,0.11422849,0.15068751,0.04464585,0.000271175,1.9499999999999999e-07,-1.571e-05,9.00968755,9.42831376,5.78504027,0.003118635,0.00134223,-0.00095763,8.90546439,9.29059841,5.73983329,0.00286972,0.0013479,-0.00094492,0.11124953,0.14454274,0.03711872,0.00024763499999999996,1.17e-06,-1.716e-05,9.01671392,9.43514115,5.776952,0.003117355,0.00134907,-0.000962075,8.90697105,9.29251236,5.73991088,0.00287285,0.00135078,-0.00094521,0.10940569,0.14165991,0.0341457,0.000239965,1.355e-06,-1.754e-05,9.01637674,9.43417227,5.77405658,0.0031128049999999997,0.00135214,-0.00096275
HR46,silane,4.46678785,4.46678789,4.4667876,5e-08,-4.2e-07,-3.7e-07,0.07517802,0.0751776,0.07517927,-5.75e-07,6.699999999999999e-07,3.4999999999999996e-08,4.54196586,4.54196549,4.54196687,-5.250000000000001e-07,2.45e-07,-3.3499999999999997e-07,4.52374129,4.52374089,4.52374116,1.6e-07,-3.3e-07,-5.6e-07,0.06512074,0.06511014,0.06511446,-1.6499999999999999e-06,6.49e-06,-1.935e-06,4.58886203,4.58885103,4.58885562,-1.4900000000000001e-06,6.165e-06,-2.495e-06,4.54634191,4.54634177,4.5463416,6e-08,-5.9e-07,-4.1e-07,0.0694784,0.06947828,0.0694815,-1.19e-06,8.65e-07,-1.105e-06,4.61582031,4.61582005,4.6158231,-1.1300000000000002e-06,2.7e-07,-1.515e-06,4.54721109,4.54721094,4.54721076,5e-08,-5.8e-07,-4.1e-07,0.07162456,0.07162448,0.07162778,-1.2099999999999998e-06,8.1e-07,-1.205e-06,4.61883565,4.61883543,4.61883854,-1.16e-06,2.2e-07,-1.615e-06,4.57781402,4.57781316,4.57781101,5.7e-07,5.9e-07,-3.5e-07,0.0694711,0.06950453,0.06948978,-1.302e-05,1.3600000000000001e-06,4.405e-06,4.64728512,4.64731769,4.64730079,-1.2454999999999998e-05,1.945e-06,4.055e-06,4.55631394,4.55631363,4.55631317,4e-08,-6.6e-07,-3.5e-07,0.07226067,0.07226389,0.07226749,-7.95e-07,1.415e-06,-1.055e-06,4.62857461,4.62857752,4.62858065,-7.6e-07,7.55e-07,-1.405e-06,4.54688205,4.54688195,4.54688178,2e-08,-5.4e-07,-3.7e-07,0.07268557,0.07268544,0.07268876,-1.2099999999999998e-06,7.7e-07,-1.1649999999999999e-06,4.61956762,4.61956739,4.61957054,-1.1800000000000001e-06,2.35e-07,-1.5350000000000001e-06,4.54685317,4.54685304,4.54685288,6e-08,-5.8e-07,-4.2e-07,0.07236058,0.07236048,0.07236388,-1.14e-06,7.799999999999999e-07,-1.155e-06,4.61921375,4.61921352,4.61921676,-1.0799999999999998e-06,2e-07,-1.575e-06
