,,apc1,apc1,apc1,apc1,apc1,apc1,apc1,apc1,apc1,apc1,apc1,apc1,apc1,apc1,apc1,apc1,apc1,apc1,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,aCVDZ,aCVDZ,aCVDZ,aCVDZ,aCVDZ,aCVDZ,aCVDZ,aCVDZ,aCVDZ,aCVDZ,aCVDZ,aCVDZ,aCVDZ,aCVDZ,aCVDZ,aCVDZ,aCVDZ,aCVDZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z
,,low_rung,low_rung,low_rung,low_rung,low_rung,low_rung,pt2,pt2,pt2,pt2,pt2,pt2,tot,tot,tot,tot,tot,tot,low_rung,low_rung,low_rung,low_rung,low_rung,low_rung,pt2,pt2,pt2,pt2,pt2,pt2,tot,tot,tot,tot,tot,tot,low_rung,low_rung,low_rung,low_rung,low_rung,low_rung,pt2,pt2,pt2,pt2,pt2,pt2,tot,tot,tot,tot,tot,tot,low_rung,low_rung,low_rung,low_rung,low_rung,low_rung,pt2,pt2,pt2,pt2,pt2,pt2,tot,tot,tot,tot,tot,tot,low_rung,low_rung,low_rung,low_rung,low_rung,low_rung,pt2,pt2,pt2,pt2,pt2,pt2,tot,tot,tot,tot,tot,tot,low_rung,low_rung,low_rung,low_rung,low_rung,low_rung,pt2,pt2,pt2,pt2,pt2,pt2,tot,tot,tot,tot,tot,tot,low_rung,low_rung,low_rung,low_rung,low_rung,low_rung,pt2,pt2,pt2,pt2,pt2,pt2,tot,tot,tot,tot,tot,tot,low_rung,low_rung,low_rung,low_rung,low_rung,low_rung,pt2,pt2,pt2,pt2,pt2,pt2,tot,tot,tot,tot,tot,tot
,,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx
HH118,HCHO,1.85308129,2.56539078,3.24604115,0.0,-0.0,0.0,0.03404159,0.12431659,0.10324143,-0.0,0.0,0.0,1.88712288,2.68970737,3.34928257,0.0,0.0,0.0,1.90528475,2.60057917,3.26861573,-0.0,-0.0,-0.0,0.03500113,0.12132116,0.09330868,0.0,0.0,-0.0,1.94028588,2.72190034,3.36192441,0.0,0.0,-0.0,1.91822028,2.61009052,3.27477246,-0.0,-0.0,-0.0,0.03472289,0.12041969,0.09224234,0.0,0.0,-0.0,1.95294317,2.73051021,3.36701481,-0.0,-0.0,-0.0,1.91947458,2.61102048,3.27519993,-0.0,0.0,-0.0,0.03462029,0.11991672,0.09155821,-0.0,0.0,0.0,1.95409486,2.73093721,3.36675814,-0.0,0.0,0.0,1.83095347,2.52785772,3.26429111,-0.0,0.0,0.0,0.02939932,0.11911425,0.09283604,-0.0,0.0,0.0,1.86035279,2.64697196,3.35712716,-0.0,0.0,0.0,1.89863481,2.59289515,3.27202185,-0.0,0.0,-0.0,0.0341031,0.12003522,0.09295179,-0.0,-0.0,0.0,1.93273791,2.71293037,3.36497363,-0.0,0.0,-0.0,1.91512192,2.60753537,3.27513275,0.0,0.0,-0.0,0.03462189,0.11996112,0.09239061,0.0,-0.0,-0.0,1.94974381,2.72749649,3.36752336,0.0,0.0,-0.0,1.91668337,2.60876048,3.27472827,-0.0,0.0,0.0,0.03419358,0.11932634,0.09134132,-0.0,-0.0,-0.0,1.95087695,2.72808682,3.36606958,-0.0,0.0,-0.0
HH118,HCHS,3.9379237,4.55126296,6.75631019,-0.0,0.0,-0.0,-0.02833218,0.07612554,-0.0999514,-0.0,-0.0,0.0,3.90959151,4.6273885,6.6563588,-0.0,0.0,0.0,3.97292164,4.60752614,6.82727468,0.0,0.0,0.0,-0.02241101,0.07090206,-0.10703571,-0.0,-0.0,0.0,3.95051064,4.6784282,6.72023897,-0.0,0.0,0.0,3.99898611,4.64733412,6.85038058,-0.0,-0.0,-0.0,-0.03041571,0.05986164,-0.11330271,0.0,-0.0,-0.0,3.9685704,4.70719576,6.73707787,0.0,-0.0,-0.0,4.00513188,4.65217859,6.85378692,-0.0,0.0,0.0,-0.03149171,0.05758714,-0.11534538,-0.0,-0.0,-0.0,3.97364017,4.70976573,6.73844154,-0.0,0.0,-0.0,3.74381679,4.36654469,6.76784164,0.0,-0.0,-0.0,-0.03413731,0.06329469,-0.1017432,-0.0,-0.0,0.0,3.70967948,4.42983938,6.66609844,0.0,-0.0,0.0,3.94866715,4.58725081,6.83414906,0.0,0.0,-0.0,-0.02777055,0.06200809,-0.11032229,-0.0,0.0,-0.0,3.92089661,4.6492589,6.72382677,0.0,0.0,-0.0,3.99659171,4.63798401,6.84743546,-0.0,-0.0,0.0,-0.0303415,0.05841021,-0.11357274,-0.0,0.0,0.0,3.96625021,4.69639421,6.73386272,-0.0,-0.0,0.0,3.99111468,4.63782386,6.84949188,0.0,-0.0,-0.0,-0.03275386,0.05556956,-0.11619395,-0.0,0.0,0.0,3.95836081,4.69339342,6.73329794,0.0,0.0,0.0
HH118,HCN,2.08393504,2.08393504,3.33358884,-0.0,0.0,0.0,0.01359246,0.01359246,-0.00700812,-0.0,-0.0,0.0,2.09752751,2.09752751,3.32658071,-0.0,0.0,0.0,2.09240744,2.09240744,3.36074744,0.0,-0.0,-0.0,0.00922622,0.00922622,-0.01262279,-0.0,-0.0,0.0,2.10163366,2.10163366,3.34812465,0.0,-0.0,-0.0,2.10175496,2.10175496,3.36719673,-0.0,-0.0,0.0,0.00625754,0.00625754,-0.0145007,-0.0,-0.0,-0.0,2.10801251,2.10801251,3.35269603,-0.0,-0.0,0.0,2.10257981,2.10257981,3.3677511,-0.0,0.0,-0.0,0.00594868,0.00594868,-0.01523667,-0.0,-0.0,-0.0,2.10852849,2.10852849,3.35251443,-0.0,0.0,-0.0,2.02016633,2.02016633,3.35732186,-0.0,0.0,-0.0,0.01368376,0.01368376,-0.00545745,-0.0,-0.0,-0.0,2.0338501,2.0338501,3.35186441,-0.0,0.0,-0.0,2.0912815,2.0912815,3.36526771,-0.0,-0.0,0.0,0.00997262,0.00997262,-0.01146662,0.0,-0.0,0.0,2.10125412,2.10125412,3.3538011,0.0,-0.0,0.0,2.1019758,2.1019758,3.36641449,-0.0,0.0,0.0,0.00747007,0.00747007,-0.0135769,0.0,-0.0,-0.0,2.10944586,2.10944586,3.35283758,0.0,-0.0,0.0,2.10190239,2.10190239,3.36742238,-0.0,-0.0,-0.0,0.00647297,0.00647297,-0.01487282,-0.0,-0.0,0.0,2.10837536,2.10837536,3.35254955,-0.0,-0.0,-0.0
HH118,HCO,2.54217792,2.94547073,1.88887095,-0.33975625,0.0,0.0,0.12308454,-0.01395113,0.04502877,-0.015627685000000002,-0.0,0.0,2.66526246,2.9315196,1.93389972,-0.355383935,-0.0,0.0,2.57299611,2.94188997,1.90803019,-0.3377473,-0.0,-0.0,0.11989741,-0.01943245,0.04485454,-0.01349859,0.0,-0.0,2.69289352,2.92245752,1.95288473,-0.35124588,0.0,-0.0,2.58260215,2.94860976,1.92118877,-0.33660539,-0.0,-0.0,0.11878594,-0.02433611,0.04378448,-0.013521095,0.0,-0.0,2.7013881,2.92427365,1.96497325,-0.350126485,0.0,-0.0,2.58380809,2.94948161,1.92263873,-0.33630664,0.0,0.0,0.1180191,-0.0256752,0.04347293,-0.013534715,-0.0,-0.0,2.70182718,2.92380641,1.96611166,-0.349841355,-0.0,-0.0,2.51269126,2.89638808,1.8244312,-0.36044148,0.0,-0.0,0.1200515,-0.02393849,0.036717,-0.011244905,-0.0,0.0,2.63274276,2.87244959,1.8611482,-0.37168638499999995,-0.0,0.0,2.5649546,2.93520799,1.89759381,-0.3448608,0.0,-0.0,0.11796042,-0.02422654,0.04155878,-0.01351122,-0.0,-0.0,2.68291502,2.91098146,1.93915259,-0.35837202,-0.0,-0.0,2.57832862,2.94670122,1.91524884,-0.33855844,0.0,0.0,0.11744309,-0.02556843,0.04237364,-0.01376297,0.0,0.0,2.69577171,2.9211328,1.95762248,-0.35232141,0.0,0.0,2.58122109,2.94740637,1.91928204,-0.33730268,0.0,-0.0,0.11703584,-0.02664871,0.04262409,-0.01371298,-0.0,0.0,2.69825693,2.92075766,1.96190613,-0.35101566500000003,-0.0,0.0
HH118,HCONH2,4.9181947,3.923019,2.86224043,0.27966756,-0.0,-0.0,0.33984073,0.25006172,0.12339798,0.037240010000000004,-0.0,-0.0,5.25803542,4.17308072,2.98563841,0.316907575,-0.0,-0.0,4.92175716,3.95121688,2.88250925,0.28238609,0.0,0.0,0.32616436,0.24628326,0.12237016,0.03508184,-0.0,-0.0,5.24792152,4.19750013,3.00487941,0.31746792999999995,0.0,0.0,4.92967777,3.9608091,2.89302408,0.28296737,-0.0,0.0,0.32199777,0.24300461,0.12007645,0.03518309,0.0,0.0,5.25167554,4.20381371,3.01310053,0.318150465,0.0,0.0,4.93035824,3.96175929,2.89394672,0.28332018,0.0,-0.0,0.32036146,0.24186821,0.11908673,0.035502675,0.0,0.0,5.2507197,4.20362749,3.01303344,0.31882285,0.0,0.0,4.89451594,3.86681288,2.81020809,0.27022156,0.0,0.0,0.32474716,0.24393213,0.11558421,0.03390868,0.0,-0.0,5.2192631,4.11074501,2.9257923,0.30413024,0.0,-0.0,4.9190401,3.93831695,2.86533911,0.28040077,0.0,-0.0,0.32270428,0.24280674,0.11685552,0.035247175,-0.0,0.0,5.24174438,4.18112369,2.98219463,0.31564795,0.0,0.0,4.92571439,3.95643696,2.88473507,0.28310536,-0.0,0.0,0.32077439,0.24199302,0.11762936,0.03562786,-0.0,-0.0,5.24648877,4.19842998,3.00236443,0.31873322000000004,-0.0,-0.0,4.92885028,3.9588737,2.89089257,0.28334332,0.0,0.0,0.31978009,0.24109196,0.11795958,0.035761655,0.0,0.0,5.24863037,4.19996566,3.00885215,0.319104985,0.0,0.0
HH118,HCOOH,3.81041704,3.41026876,2.32021502,0.11548972,0.0,0.0,0.24834374,0.21418613,0.10133398,0.050787405,-0.0,0.0,4.05876077,3.62445489,2.421549,0.16627713,0.0,0.0,3.82327497,3.42439218,2.3395764,0.11820391,0.0,-0.0,0.23758578,0.21187777,0.09969418,0.050879864999999996,0.0,-0.0,4.06086075,3.63626995,2.43927059,0.169083775,0.0,-0.0,3.83309271,3.43161987,2.35054993,0.11819894,0.0,0.0,0.23440406,0.20816502,0.0975001,0.05075699,-0.0,-0.0,4.06749677,3.6397849,2.44805002,0.168955925,-0.0,-0.0,3.83379776,3.43244031,2.35175724,0.11834579,-0.0,0.0,0.23326372,0.20681484,0.09687384,0.050922465,0.0,-0.0,4.06706149,3.63925515,2.44863109,0.16926825,0.0,-0.0,3.79859346,3.36205343,2.25153613,0.09985972,-0.0,-0.0,0.23782733,0.2122203,0.09144558,0.049751795,-0.0,-0.0,4.03642078,3.57427373,2.34298171,0.14961151,-0.0,-0.0,3.82222088,3.41613076,2.32078017,0.11430368,0.0,0.0,0.23480104,0.2093774,0.09438009,0.05043873,0.0,-0.0,4.05702192,3.62550816,2.41516026,0.16474242,0.0,-0.0,3.83033076,3.42883259,2.34298188,0.11787229,-0.0,0.0,0.23373961,0.20742907,0.09555607,0.050882025,0.0,-0.0,4.06407037,3.63626165,2.43853794,0.168754315,0.0,-0.0,3.83279066,3.43070084,2.34861597,0.11810494,-0.0,-0.0,0.23302619,0.20622589,0.0959221,0.05103036,-0.0,-0.0,4.06581685,3.63692674,2.44453807,0.1691353,-0.0,-0.0
HH118,HCP,4.54747937,4.54747937,7.03769628,-0.0,-0.0,-0.0,-0.03921869,-0.03921869,-0.094871,-0.0,0.0,0.0,4.50826068,4.50826068,6.94282528,-0.0,-0.0,-0.0,4.55778469,4.55778469,7.08252631,-0.0,-0.0,0.0,-0.04502657,-0.04502657,-0.10644037,-0.0,-0.0,-0.0,4.51275812,4.51275812,6.97608593,-0.0,-0.0,-0.0,4.59811507,4.59811507,7.08975918,0.0,0.0,0.0,-0.0605167,-0.0605167,-0.10581564,-0.0,0.0,0.0,4.53759838,4.53759838,6.98394354,-0.0,0.0,0.0,4.60148621,4.60148621,7.09199662,-0.0,0.0,-0.0,-0.06166912,-0.06166912,-0.10734845,0.0,-0.0,-0.0,4.53981709,4.53981709,6.98464817,-0.0,-0.0,-0.0,4.38902895,4.38902895,7.07370349,0.0,0.0,0.0,-0.0424302,-0.0424302,-0.09721508,0.0,0.0,-0.0,4.34659875,4.34659875,6.97648841,0.0,0.0,-0.0,4.56494546,4.56494546,7.09387456,0.0,-0.0,0.0,-0.05118263,-0.05118263,-0.10094383,-0.0,0.0,-0.0,4.51376283,4.51376283,6.99293072,0.0,0.0,-0.0,4.5947336,4.5947336,7.0920744,0.0,0.0,0.0,-0.05885742,-0.05885742,-0.10448574,0.0,0.0,0.0,4.53587618,4.53587618,6.98758866,0.0,0.0,0.0,4.59649195,4.59649195,7.09006899,0.0,-0.0,-0.0,-0.06156767,-0.06156767,-0.10747702,-0.0,-0.0,-0.0,4.53492428,4.53492428,6.98259198,-0.0,-0.0,-0.0
HH118,HCl,2.46427869,2.46427869,2.66077366,-0.0,-0.0,-0.0,0.04998286,0.04998286,0.03194078,0.0,-0.0,0.0,2.51426155,2.51426155,2.69271444,0.0,-0.0,0.0,2.47523387,2.47523387,2.72106242,0.0,0.0,-0.0,0.05510963,0.05510963,0.04003482,0.0,-0.0,0.0,2.5303435,2.5303435,2.76109724,0.0,-0.0,0.0,2.49738697,2.49738697,2.73459579,-0.0,-0.0,-0.0,0.04569731,0.04569731,0.03495967,0.0,0.0,0.0,2.54308428,2.54308428,2.76955545,-0.0,-0.0,0.0,2.50087079,2.50087079,2.7376269,-0.0,-0.0,-0.0,0.044484,0.044484,0.03412156,-0.0,0.0,-0.0,2.54535478,2.54535478,2.77174846,-0.0,0.0,-0.0,2.24464789,2.24464789,2.58202988,-0.0,-0.0,0.0,0.02918996,0.02918996,0.02875183,0.0,0.0,0.0,2.27383786,2.27383786,2.61078171,-0.0,-0.0,0.0,2.43268187,2.43268187,2.69542516,-0.0,-0.0,-0.0,0.04171625,0.04171625,0.03414278,0.0,0.0,0.0,2.47439812,2.47439812,2.72956795,0.0,0.0,0.0,2.49255303,2.49255303,2.72719915,-0.0,-0.0,-0.0,0.04401951,0.04401951,0.03386842,0.0,0.0,0.0,2.53657255,2.53657255,2.76106756,-0.0,-0.0,-0.0,2.48700051,2.48700051,2.73035091,-0.0,0.0,0.0,0.04248471,0.04248471,0.0330222,-0.0,0.0,0.0,2.52948522,2.52948522,2.76337311,-0.0,0.0,0.0
HH118,HF,0.71664672,0.71664672,0.90716814,-0.0,0.0,0.0,0.05347821,0.05347821,0.04538334,0.0,0.0,-0.0,0.77012492,0.77012492,0.95255148,-0.0,0.0,-0.0,0.73506604,0.73506604,0.91507094,-0.0,-0.0,-0.0,0.05939713,0.05939713,0.04715904,0.0,-0.0,0.0,0.79446317,0.79446317,0.96222998,0.0,-0.0,-0.0,0.74101134,0.74101134,0.91573146,0.0,0.0,0.0,0.05852009,0.05852009,0.04593024,0.0,0.0,-0.0,0.79953143,0.79953143,0.9616617,0.0,0.0,0.0,0.74159607,0.74159607,0.9155297,-0.0,0.0,-0.0,0.05832508,0.05832508,0.04546789,-0.0,-0.0,0.0,0.79992115,0.79992115,0.96099759,-0.0,-0.0,0.0,0.61281043,0.61281043,0.89191291,-0.0,0.0,0.0,0.03853012,0.03853012,0.04564893,0.0,0.0,-0.0,0.65134056,0.65134056,0.93756183,0.0,0.0,-0.0,0.69288479,0.69288479,0.90811486,0.0,0.0,0.0,0.04775216,0.04775216,0.04613769,-0.0,-0.0,-0.0,0.74063696,0.74063696,0.95425255,-0.0,-0.0,-0.0,0.72376577,0.72376577,0.91339357,0.0,-0.0,0.0,0.05292248,0.05292248,0.04553561,-0.0,-0.0,0.0,0.77668825,0.77668825,0.95892918,0.0,-0.0,0.0,0.73349922,0.73349922,0.91455416,0.0,0.0,-0.0,0.055284,0.055284,0.04509565,-0.0,-0.0,-0.0,0.78878322,0.78878322,0.95964981,-0.0,-0.0,-0.0
HH118,HNC,2.28277941,2.28277941,3.40093125,0.0,-0.0,-0.0,0.05932984,0.05932984,0.10036338,0.0,0.0,-0.0,2.34210926,2.34210926,3.50129464,0.0,0.0,-0.0,2.28649406,2.28649406,3.39934032,-0.0,0.0,-0.0,0.05386726,0.05386726,0.09099048,-0.0,0.0,-0.0,2.34036132,2.34036132,3.4903308,-0.0,0.0,-0.0,2.29713738,2.29713738,3.40390668,-0.0,0.0,-0.0,0.04986901,0.04986901,0.08851267,0.0,0.0,-0.0,2.34700639,2.34700639,3.49241935,0.0,0.0,-0.0,2.29832132,2.29832132,3.404278,0.0,0.0,-0.0,0.04959339,0.04959339,0.0876348,-0.0,0.0,-0.0,2.34791471,2.34791471,3.4919128,0.0,0.0,-0.0,2.21383174,2.21383174,3.38924237,-0.0,-0.0,-0.0,0.0557411,0.0557411,0.09927391,-0.0,0.0,-0.0,2.26957284,2.26957284,3.48851628,-0.0,-0.0,-0.0,2.28087518,2.28087518,3.40215504,0.0,0.0,-0.0,0.05263164,0.05263164,0.0917981,-0.0,0.0,0.0,2.33350681,2.33350681,3.49395314,0.0,0.0,0.0,2.29542337,2.29542337,3.40399005,0.0,0.0,-0.0,0.0507103,0.0507103,0.08894003,-0.0,-0.0,0.0,2.34613367,2.34613367,3.49293008,0.0,-0.0,0.0,2.29724021,2.29724021,3.40412083,0.0,-0.0,0.0,0.05011652,0.05011652,0.08781864,-0.0,0.0,-0.0,2.34735673,2.34735673,3.49193946,-0.0,0.0,-0.0
HH118,HNO,1.58729632,2.17136655,2.84612393,5e-08,-0.34407709,-2.3e-07,-0.01201104,0.18431256,-0.07169793,3.4799999999999997e-06,-0.06975023,-3.0814999999999995e-05,1.57528527,2.35567911,2.774426,3.52e-06,-0.41382732,-3.1045e-05,1.60140787,2.18718026,2.86863756,-8e-08,-0.34301948,6e-08,-0.0081928,0.18265766,-0.08503113,-6.049999999999999e-07,-0.06912832999999999,7.765000000000001e-06,1.59321508,2.36983792,2.78360643,-6.9e-07,-0.41214781,7.825e-06,1.61281234,2.19833418,2.87846928,4e-08,-0.34169981,9e-08,-0.01075238,0.18126114,-0.08961976,-9.75e-07,-0.06896957,1.083e-05,1.60205996,2.37959532,2.78884952,-9.4e-07,-0.41066938,1.092e-05,1.61382217,2.19939547,2.87963792,1e-08,-0.34158557,2e-08,-0.01091588,0.18060623,-0.09068171,2.7999999999999997e-07,-0.068667845,1.1465e-05,1.60290629,2.3800017,2.7889562,2.9e-07,-0.410253415,1.1495000000000001e-05,1.49707044,2.10400054,2.81589925,4e-08,-0.35201665,-2e-08,-0.01895475,0.1782613,-0.08569495,-1.425e-06,-0.070006455,4.715e-06,1.47811569,2.28226184,2.73020429,-1.3849999999999999e-06,-0.42202310499999995,4.69e-06,1.57623567,2.1640239,2.86443342,2e-08,-0.34765296,1.2e-07,-0.01636322,0.17521167,-0.09063019,-4e-07,-0.07001974,1.018e-05,1.55987245,2.33923557,2.77380323,-3.8e-07,-0.4176727,1.03e-05,1.60203415,2.18749546,2.87545186,-4e-08,-0.34337346,4e-08,-0.01439287,0.1771158,-0.09100186,-7.5e-08,-0.06924525000000001,9.95e-06,1.58764127,2.36461126,2.78444999,-1.05e-07,-0.41261871,9.990000000000001e-06,1.60845275,2.19379771,2.87723802,-2.22e-06,-0.34241305,1.84e-06,-0.01326897,0.17793816,-0.09196038,2.45e-06,-0.06890288,-1.965e-05,1.59518378,2.37173587,2.78527764,2.3e-07,-0.41131593,-1.781e-05
HH118,HNS,6.05253762,3.83352798,3.47606725,0.02513809,1.3e-07,-2.5e-07,-0.29698783,0.13887184,-0.40081167,-0.020651625,-0.00023879,-0.000701875,5.7555498,3.97239982,3.07525558,0.004486475,-0.000238665,-0.0007021250000000001,6.13295662,3.85031443,3.50656177,0.03198053,1.11e-06,2.08e-06,-0.31092088,0.13944111,-0.44069577,-0.022988994999999998,9.2015e-05,0.000338875,5.82203574,3.98975554,3.065866,0.008991534999999998,9.313e-05,0.00034095999999999996,6.13770872,3.87727244,3.52451061,0.03076558,-1.34e-06,-2.61e-06,-0.31428221,0.13541277,-0.440399,-0.024378865,-0.00046353,-0.001586245,5.82342651,4.01268521,3.08411161,0.006386714999999999,-0.00046487,-0.00158886,6.14154839,3.88166501,3.52914202,0.02987612,1.13e-06,5e-06,-0.31648615,0.13448002,-0.44525022,-0.0248323,0.00087321,0.002964465,5.82506224,4.01614503,3.0838918,0.005043825,0.0008743449999999999,0.002969465,6.00538695,3.66368425,3.28526445,0.0314274,2.7e-07,8.9e-07,-0.31315983,0.1216678,-0.44533647,-0.022751605,-0.0001249,-0.00038778,5.69222713,3.78535205,2.83992799,0.008675800000000001,-0.000124635,-0.00038689,6.1134707,3.82942529,3.47600383,0.02899477,-2.1e-07,6.5e-07,-0.31734903,0.12932938,-0.44552762,-0.025043085,0.000396565,0.0014041449999999999,5.79612167,3.95875468,3.03047621,0.003951685,0.00039635500000000004,0.001404795,6.13429007,3.87142186,3.51960347,0.02946537,-9.6e-07,-2.66e-06,-0.31662399,0.13272115,-0.44684115,-0.02508043,-0.00049435,-0.001699035,5.81766608,4.00414301,3.07276231,0.0043849349999999995,-0.00049531,-0.001701695,6.13718704,3.87025874,3.52007474,0.0304157,5.2e-07,-7.6e-07,-0.31916872,0.12993576,-0.45422485,-0.024824899999999997,0.00021631500000000002,0.0007128849999999999,5.81801833,4.0001945,3.06584989,0.005590795,0.00021683500000000002,0.0007121250000000001
HH118,HO2,1.65234266,2.61056086,1.41956968,0.19264651,0.0,0.0,0.09790381,0.18333428,0.06480244,0.0126511,-0.0,-0.0,1.75024648,2.79389514,1.48437212,0.20529761,-0.0,-0.0,1.65934433,2.63110896,1.41719195,0.19606684,0.0,-0.0,0.10426595,0.18547286,0.07041416,0.014486305000000001,0.0,0.0,1.76361027,2.81658182,1.48760611,0.210553145,0.0,-0.0,1.67049791,2.63773842,1.42754392,0.19478909,-0.0,0.0,0.10244806,0.18433748,0.06887594,0.014437695,-0.0,-0.0,1.77294597,2.82207589,1.49641986,0.209226785,-0.0,-0.0,1.67121649,2.63878043,1.42834061,0.19471947,-0.0,0.0,0.10191797,0.18393018,0.06862555,0.014307745,-0.0,-0.0,1.77313446,2.82271061,1.49696616,0.209027215,-0.0,0.0,1.56487564,2.56544126,1.30688304,0.2038721,0.0,-0.0,0.08164771,0.17740519,0.04574871,0.01625095,-0.0,0.0,1.64652335,2.74284645,1.35263175,0.22012304500000002,-0.0,0.0,1.63382325,2.61689664,1.38953156,0.19830819,-0.0,0.0,0.09074689,0.18082658,0.05726168,0.015924624999999998,0.0,0.0,1.72457014,2.79772322,1.44679324,0.21423281,0.0,0.0,1.66012408,2.63191198,1.41809917,0.19564012,-0.0,0.0,0.09684437,0.18294044,0.06375133,0.014920395,0.0,0.0,1.75696844,2.81485241,1.4818505,0.210560515,0.0,0.0,1.66637719,2.63575352,1.42412008,0.19496793,0.0,-0.0,0.09901472,0.18301606,0.06610368,0.014497565,0.0,0.0,1.7653919,2.81876957,1.49022377,0.209465495,0.0,-0.0
HH118,HOCl,2.8787043,2.74509825,4.20160734,-0.0,-0.0,-0.14755276,0.08457476,0.10465223,0.00720355,-0.0,-0.0,0.00841147,2.96327906,2.84975048,4.20881089,-0.0,-0.0,-0.139141295,2.90828719,2.75498543,4.24624405,-0.0,-0.0,-0.15178142,0.09075144,0.11072036,0.02069582,-0.0,-0.0,0.0073817250000000004,2.99903864,2.86570579,4.26693987,-0.0,-0.0,-0.14439969,2.92783797,2.77459543,4.25595178,0.0,0.0,-0.15123254,0.08466955,0.10325715,0.01826486,-0.0,-0.0,0.00735385,3.01250752,2.87785258,4.27421664,-0.0,0.0,-0.14387869,2.93089348,2.77806487,4.258686,-0.0,-0.0,-0.1516274,0.08369809,0.10225141,0.01781164,-0.0,-0.0,0.00736411,3.01459157,2.88031629,4.27649764,-0.0,-0.0,-0.14426329,2.70628079,2.53562376,4.09378484,-0.0,0.0,-0.16092965,0.06950002,0.0816615,-0.00709215,0.0,-0.0,0.00623962,2.77578082,2.61728526,4.08669269,0.0,-0.0,-0.154690035,2.87168944,2.71185455,4.21131898,0.0,0.0,-0.1546996,0.07936952,0.09412113,0.01109034,0.0,0.0,0.00594624,2.95105896,2.80597569,4.22240932,0.0,0.0,-0.14875336,2.92078178,2.76552517,4.24917518,0.0,0.0,-0.15256822,0.08193363,0.09850988,0.01610805,-0.0,0.0,0.00662698,3.00271542,2.86403505,4.26528323,-0.0,0.0,-0.14594124,2.91940241,2.76541721,4.25165598,-0.0,-0.0,-0.15197347,0.08082512,0.09826967,0.01544741,-0.0,-0.0,0.00707326,3.00022754,2.86368688,4.26710338,-0.0,-0.0,-0.14490021
