,,SCF,Corr2,CorrD,CorrD(T)
aug-cc-pVDZ,Cl2,2.7160405309807083,-0.24469000310811806,0.029822171574095613,0.013336621978509822
aug-cc-pVDZ,CO,0.5137378714325352,0.07279573961821173,0.007687081952126196,-0.0003704615461396221
aug-cc-pVDZ,CO2,1.8434178112701225,0.43029135512402195,-0.08594713240302498,-0.07705604950464462
aug-cc-pVDZ,H2O,0.2212259629133031,-0.0769593986265722,0.017359168945908998,0.012892021441955392
aug-cc-pVDZ,N2,0.7937143608958711,-0.14522101716382596,0.05612495924955585,0.06464558033856771
aug-cc-pVDZ,NH3,0.0525593259616541,0.1931957696809443,-0.03537909769802061,-0.011715812077609689
aug-cc-pVDZ,O2,1.56742378566523,-0.8683624090344658,0.45122244643202747,0.4319584339242518
aug-cc-pVDZ,PH3,0.0959497350885793,0.10391445846330939,-0.019958674337096804,-0.004723385655729995
aug-cc-pVDZ,SH2,0.0611691175440478,0.019405840685652598,-0.001091263882182697,0.007885737124136497
aug-cc-pVDZ,SiH4,0.0,0.0,0.0,0.0
aug-cc-pVDZ,SO-trip,1.9180658594087168,-0.7548158748606384,0.47835877219145795,0.4271424317186101
aug-cc-pVDZ,SO2,1.9203152704725024,0.18045267783340857,0.031063139570083997,0.01501211658820889
aug-cc-pVDZ,FCN,1.500833280761671,0.09872806443138726,0.021023705773238754,0.052605572718629645
aug-cc-pVDZ,HCHS,2.873395344630776,-0.3723500931269621,0.08821049662593072,0.05365163813651819
aug-cc-pVTZ,Cl2,2.697517439985837,-0.24117061763010783,0.04575203016661877,0.0168560116681844
aug-cc-pVTZ,CO,0.4838230830241454,0.06529388843915523,0.0005556925824375947,-0.005556926614066371
aug-cc-pVTZ,CO2,1.7643242214191075,0.4141762681274923,-0.1055816064569397,-0.08502097774799067
aug-cc-pVTZ,H2O,0.1856307646740866,-0.09067337274791859,0.027559084824285,0.0169249404499036
aug-cc-pVTZ,N2,0.7761174266618667,-0.15503825471724086,0.060385269925676166,0.0627932715549554
aug-cc-pVTZ,NH3,0.0583940928834606,0.18754623352234961,-0.04936402860227701,-0.02014387221930511
aug-cc-pVTZ,O2,1.5444551555902288,-0.9070756650863154,0.4634476853514935,0.4321436644340926
aug-cc-pVTZ,PH3,0.1372098046039001,0.09229132327833722,-0.039037449013671816,-0.021718362741405817
aug-cc-pVTZ,SH2,0.0543793861513193,0.051211482007228006,-0.021697019073937007,-0.008493302616126408
aug-cc-pVTZ,SiH4,0.0,0.0,0.0,0.0
aug-cc-pVTZ,SO-trip,1.7957208568017422,-0.7470361766006761,0.4602061453750157,0.39954302731551783
aug-cc-pVTZ,SO2,1.8106075668423285,0.17954002944731995,0.006526013740349557,0.004703781180940059
aug-cc-pVTZ,FCN,1.4436895518653894,0.0915966742720109,0.013521855120641746,0.04538156862047926
aug-cc-pVTZ,HCHS,2.7465190363835053,-0.40876839325449055,0.11871964150575609,0.07134938858213369
aug-cc-pVQZ,Cl2,2.6975174420916685,-0.2339466156377883,0.055939728739715644,0.024635710981061543
aug-cc-pVQZ,CO,0.4754876929714315,0.06436773431057802,-0.0012966164644037104,-0.006946158596618512
aug-cc-pVQZ,CO2,1.7443192852925955,0.4112125741790036,-0.11002714816935999,-0.08779944171309495
aug-cc-pVQZ,H2O,0.1721847405691866,-0.09873234295235889,0.033061524419414595,0.020096170390547993
aug-cc-pVQZ,N2,0.7700048072021334,-0.15263025308796097,0.06057050096197425,0.06168188612685066
aug-cc-pVQZ,NH3,0.0691374760717285,0.18861130654049973,-0.05496725066061661,-0.02394107873159551
aug-cc-pVQZ,O2,1.529821915304713,-0.9044824326839667,0.46307722327889644,0.4289947394493061
aug-cc-pVQZ,PH3,0.1469807104292888,0.08942022583439238,-0.04051920499892819,-0.022829660686529002
aug-cc-pVQZ,SH2,0.0574289692220848,0.046695383810967904,-0.029919727643064206,-0.016584530237366904
aug-cc-pVQZ,SiH4,0.0,0.0,0.0,0.0
aug-cc-pVQZ,SO-trip,1.7593229876507086,-0.7385155563013501,0.45761291191975073,0.39417133147452144
aug-cc-pVQZ,SO2,1.776568792300624,0.17376076607993207,0.0002897105300501135,0.0011130164841879342
aug-cc-pVQZ,FCN,1.428963696061724,0.09150405980677845,0.01009508305494733,0.04158433395573047
aug-cc-pVQZ,HCHS,2.7180876588749583,-0.4038099705211571,0.13134664016283493,0.07853958704420849
aug-cc-pV5Z,Cl2,2.6980731330947325,-0.22375891285302751,0.05427264941302745,0.022968629548543174
aug-cc-pV5Z,CO,0.4739132304790385,0.06307111784617409,-0.0012966162011743831,-0.006946158333389518
aug-cc-pV5Z,CO2,1.7419112834000874,0.40973072746798733,-0.11169422644313043,-0.0887255963681306
aug-cc-pV5Z,H2O,0.1679819506452503,-0.10238817761700739,0.035630459468389,0.021848548555288394
aug-cc-pV5Z,N2,0.769634345392766,-0.15337117644346976,0.06075573173504445,0.0614966550905518
aug-cc-pV5Z,NH3,0.0739999142381661,0.1898614877021806,-0.05751412881299378,-0.025608157064683695
aug-cc-pV5Z,O2,1.5288957606496778,-0.903371047519091,0.462891992769056,0.42769812377458916
aug-cc-pV5Z,PH3,0.1478143371373353,0.0846967507504568,-0.0418621785254098,-0.023616936611530998
aug-cc-pV5Z,SH2,0.0566781555312544,0.0362629087465415,-0.030002275622336108,-0.017007638381543205
aug-cc-pV5Z,SiH4,0.0,0.0,0.0,0.0
aug-cc-pV5Z,SO-trip,1.7411703597813508,-0.7229561608343418,0.4491849060856592,0.38676209634007264
aug-cc-pV5Z,SO2,1.7539983567734467,0.1793522253071096,-0.007018468201795525,-0.0031382347777011432
